id,barangay_id,name,type,city,province,region,,,,,,
30999,29718,Sundara,Rural,SANTA MARGARITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31000,29719,Cagsumji,Rural,SANTA MARGARITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31001,29720,Matayonas,Rural,SANTA MARGARITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31002,29721,Napuro II,Rural,SANTA MARGARITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31003,29722,Alegria,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31004,29723,Anibongan,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31005,29724,Aslum,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31006,29725,Bagolibas,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31007,29726,Binanalan,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31008,29727,Cabacungan,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31009,29728,Cabunga-an,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31010,29729,Camayse,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31011,29730,Cansadong,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31012,29731,Caticugan,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31013,29732,Dampigan,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31014,29733,Guinbalot-an,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31015,29734,Hinangudtan,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31016,29735,Igang-igang,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31017,29736,La Paz,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31018,29737,Lupig,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31019,29738,Magsaysay,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31020,29739,Maligaya,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31021,29740,New Manunca,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31022,29741,Old Manunca,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31023,29742,Pagsulhogon,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31024,29743,Salvacion,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31025,29744,San Eduardo,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31026,29745,San Isidro,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31027,29746,San Juan,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31028,29747,San Pascual (Crossing),Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31029,29748,San Pedro,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31030,29749,San Roque,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31031,29750,Santa Elena,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31032,29751,Tagacay,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31033,29752,Tominamos,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31034,29753,Tulay,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31035,29754,Union,Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31036,29755,Bokinggan Pob. (Zone I),Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31037,29756,Bougainvilla Pob. (Zone II),Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31038,29757,Gumamela Pob. (Zone III),Urban,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31039,29758,Rosal Pob. (Zone IV),Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31040,29759,Santan Pob. (Zone V),Rural,SANTA RITA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31041,29760,Balatguti,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31042,29761,Baras,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31043,29762,Basud (Pob.),Urban,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31044,29763,Buenavista,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31045,29764,Cabunga-an,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31046,29765,Corocawayan,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31047,29766,Ilijan,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31048,29767,Ilo (Pob.),Urban,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31049,29768,Lobelobe,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31050,29769,Pinanangnan,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31051,29770,Sevilla,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31052,29771,Takut,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31053,29772,Villahermosa,Rural,SANTO NI??O,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31054,29773,Bo. Independencia,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31055,29774,Malaguining,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31056,29775,Mallorga,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31057,29776,Navatas Daku,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31058,29777,Navatas Guti,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31059,29778,Placer,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31060,29779,Poblacion Barangay 1,Urban,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31061,29780,Poblacion Barangay 2,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31062,29781,San Juan,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31063,29782,Tatabunan,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31064,29783,Victory,Rural,TALALORA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31065,29784,Alcazar,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31066,29785,Awang,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31067,29786,Bahay,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31068,29787,Balonga-as,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31069,29788,Balugo,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31070,29789,Bangon Gote,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31071,29790,Baras,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31072,29791,Binalayan,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31073,29792,Bisitahan,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31074,29793,Bonga,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31075,29794,Cabunga-an,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31076,29795,Cagtutulo,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31077,29796,Cambatutay Nuevo,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31078,29797,Cambatutay Viejo,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31079,29798,Canunghan,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31080,29799,Catan-agan,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31081,29800,Dapdap,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31082,29801,Gallego,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31083,29802,Imelda Pob. (Posgo),Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31084,29803,Lucerdoni (Irong-irong),Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31085,29804,Lahong,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31086,29805,Libucan Dacu,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31087,29806,Libucan Gote,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31088,29807,Majacob,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31089,29808,Mancares,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31090,29809,Marabut,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31091,29810,Oeste - A,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31092,29811,Oeste - B,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31093,29812,Pajo,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31094,29813,Palencia,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31095,29814,Poblacion A,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31096,29815,Poblacion B,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31097,29816,Poblacion C,Urban,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31098,29817,Poblacion D,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31099,29818,Poblacion E,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31100,29819,San Vicente,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31101,29820,Santa Cruz,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31102,29821,Sugod,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31103,29822,Talinga,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31104,29823,Tigdaranao,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31105,29824,Tizon,Rural,TARANGNAN,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31106,29825,Banquil,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31107,29826,Bino-ongan,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31108,29827,Burabod,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31109,29828,Cambaguio,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31110,29829,Canmucat,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31111,29830,Villarosa Pob. (Campiatot),Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31112,29831,Conant,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31113,29832,Guintarcan,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31114,29833,Himyangan,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31115,29834,Igot,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31116,29835,Inarumbacan,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31117,29836,Inasudlan,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31118,29837,Lam-awan,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31119,29838,Lamingao,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31120,29839,Lawa-an,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31121,29840,Macopa,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31122,29841,Mahayag,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31123,29842,Malonoy,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31124,29843,Mercado (Pob.),Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31125,29844,Miramar (Pob.),Urban,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31126,29845,Nagcaduha,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31127,29846,Pacao,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31128,29847,Pacoyoy,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31129,29848,Pangpang,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31130,29849,Plaridel,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31131,29850,Central (Pob.),Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31132,29851,Polangi,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31133,29852,San Andres,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31134,29853,San Fernando,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31135,29854,San Rafael (Buaya),Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31136,29855,San Roque,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31137,29856,Santa Rosa,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31138,29857,Santo Ni̱o,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31139,29858,Soledad (Pob.),Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31140,29859,Tayud (Pob.),Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31141,29860,Tomabe,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31142,29861,Ulayan,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31143,29862,Patag,Rural,VILLAREAL,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31144,29863,Anagasi,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31145,29864,Apolonia,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31146,29865,Bagsa,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31147,29866,Balbagan,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31148,29867,Bato,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31149,29868,Buray (Binogho),Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31150,29869,Cantaguic,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31151,29870,Cantao-an,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31152,29871,Cantato (Canturab),Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31153,29872,Casandig I,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31154,29873,Concepcion,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31155,29874,Jose Ro̱o,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31156,29875,Cawayan,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31157,29876,Lawaan I,Urban,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31158,29877,Lipata,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31159,29878,Lokilokon,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31160,29879,Mangcal,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31161,29880,Maylobe,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31162,29881,Minarog,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31163,29882,Nawi,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31164,29883,Pabanog,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31165,29884,Paco,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31166,29885,Pagsa-ogan,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31167,29886,Pagsanjan (Pagsan-an),Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31168,29887,Patag,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31169,29888,Pequit,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31170,29889,Poblacion 1,Urban,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31171,29890,Poblacion 2,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31172,29891,Poblacion 3,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31173,29892,Poblacion 4,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31174,29893,Poblacion 5,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31175,29894,Poblacion 6,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31176,29895,Salay,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31177,29896,San Isidro,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31178,29897,Santo Ni̱o,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31179,29898,Sulopan,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31180,29899,Tabucan,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31181,29900,Tapul,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31182,29901,Tenani,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31183,29902,Tigbawon,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31184,29903,Tula,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31185,29904,Tutubigan,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31186,29905,Casandig II,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31187,29906,Lawaan II,Rural,PARANAS (WRIGHT),SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31188,29907,Alegria,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31189,29908,Arteche,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31190,29909,Bioso,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31191,29910,Boblaran,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31192,29911,Botaera,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31193,29912,Buntay,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31194,29913,Camayse,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31195,29914,Canwarak,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31196,29915,Ibarra,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31197,29916,Lumalantang,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31198,29917,Macalunod,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31199,29918,Maga-an,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31200,29919,Maputi,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31201,29920,Monbon,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31202,29921,Mualbual,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31203,29922,Pangdan,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31204,29923,Poro,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31205,29924,San Isidro,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31206,29925,Sugod,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31207,29926,Tinaugan,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31208,29927,Tubigan,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31209,29928,Poblacion 1 (Barangay 1),Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31210,29929,Poblacion 2 (Barangay 2),Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31211,29930,Marapilit,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
31212,29931,Talib,Rural,ZUMARRAGA,SAMAR (WESTERN SAMAR),REGION VIII (Eastern Visayas),,,,,,
